               t             u(1)             u(2)             u(3)             u(4)             u(5)             u(6)             u(7)             u(8)             u(9)            u(10)            u(11)            u(12)            u(13)            u(14)            u(15)            u(16)            u(17)            u(18)            u(19)            u(20)            u(21)            u(22)            u(23)            u(24)            u(25)            u(26)            u(27)            u(28)            u(29)            u(30)            u(31)            u(32)            u(33)            u(34)            u(35)            u(36)            u(37)            u(38)            u(39)            u(40)            u(41)            u(42)            u(43)            u(44)            u(45)            u(46)            u(47)            u(48)            u(49)            u(50)            u(51)            u(52)            u(53)            u(54)            u(55)            u(56)            u(57)            u(58)            u(59)            u(60)            u(61)            u(62)            u(63)            u(64)            u(65)            u(66)            u(67)            u(68)            u(69)            u(70)            u(71)            u(72)            u(73)            u(74)            u(75)            u(76)            u(77)            u(78)            u(79)            u(80)            u(81)            u(82)            u(83)            u(84)            u(85)            u(86)            u(87)            u(88)            u(89)            u(90)            u(91)            u(92)            u(93)            u(94)            u(95)            u(96)            u(97)            u(98)            u(99)           u(100) 
    1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     9.99998E-001     1.00000E+000     1.00000E+000     9.99994E-001     9.99997E-001     1.00002E+000     9.99996E-001     9.99952E-001     1.00002E+000     1.00014E+000     9.99934E-001     9.98699E-001     9.94676E-001     9.82719E-001     9.55066E-001     9.19029E-001     8.83332E-001     8.49712E-001     8.16663E-001     7.83384E-001     7.50005E-001     7.16661E-001     6.83333E-001     6.50001E-001     6.16667E-001     5.83333E-001     5.50000E-001     5.16667E-001     4.83333E-001     4.50000E-001     4.16667E-001     3.83333E-001     3.50000E-001     3.16667E-001     2.83333E-001     2.50000E-001     2.16667E-001     1.83333E-001     1.50000E-001     1.16667E-001     8.33333E-002     5.00000E-002     1.66667E-002    -1.66667E-002    -5.00000E-002    -8.33333E-002    -1.16667E-001    -1.50000E-001    -1.83333E-001    -2.16667E-001    -2.49998E-001    -2.83340E-001    -3.16697E-001    -3.49925E-001    -3.83133E-001    -4.17726E-001    -4.53904E-001    -4.83537E-001    -4.95751E-001    -4.99225E-001    -5.00059E-001    -5.00074E-001    -4.99964E-001    -4.99991E-001    -5.00016E-001    -4.99993E-001    -5.00000E-001    -5.00003E-001    -4.99998E-001    -5.00001E-001    -4.99999E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
    1.04000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     9.99999E-001     9.99999E-001     1.00000E+000     9.99997E-001     9.99993E-001     1.00001E+000     1.00001E+000     9.99961E-001     9.99977E-001     1.00011E+000     1.00009E+000     9.99362E-001     9.96746E-001     9.88916E-001     9.67449E-001     9.32880E-001     8.95956E-001     8.61144E-001     8.27597E-001     7.93976E-001     7.60157E-001     7.26346E-001     6.92565E-001     6.58784E-001     6.25000E-001     5.91216E-001     5.57432E-001     5.23649E-001     4.89865E-001     4.56081E-001     4.22297E-001     3.88514E-001     3.54730E-001     3.20946E-001     2.87162E-001     2.53378E-001     2.19595E-001     1.85811E-001     1.52027E-001     1.18243E-001     8.44595E-002     5.06757E-002     1.68919E-002    -1.68919E-002    -5.06757E-002    -8.44595E-002    -1.18243E-001    -1.52027E-001    -1.85811E-001    -2.19594E-001    -2.53376E-001    -2.87174E-001    -3.20974E-001    -3.54603E-001    -3.88390E-001    -4.23950E-001    -4.60361E-001    -4.87111E-001    -4.96757E-001    -4.99487E-001    -5.00097E-001    -5.00052E-001    -4.99959E-001    -4.99999E-001    -5.00013E-001    -4.99992E-001    -5.00001E-001    -5.00002E-001    -4.99998E-001    -5.00001E-001    -4.99999E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
    1.08000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     9.99998E-001     1.00000E+000     1.00000E+000     9.99991E-001     1.00000E+000     1.00002E+000     9.99979E-001     9.99954E-001     1.00006E+000     1.00014E+000     9.99770E-001     9.98104E-001     9.92947E-001     9.77878E-001     9.46817E-001     9.09357E-001     8.73099E-001     8.38797E-001     8.04823E-001     7.70593E-001     7.36301E-001     7.02050E-001     6.67808E-001     6.33562E-001     5.99315E-001     5.65068E-001     5.30822E-001     4.96575E-001     4.62329E-001     4.28082E-001     3.93836E-001     3.59589E-001     3.25342E-001     2.91096E-001     2.56849E-001     2.22603E-001     1.88356E-001     1.54110E-001     1.19863E-001     8.56164E-002     5.13699E-002     1.71233E-002    -1.71233E-002    -5.13699E-002    -8.56164E-002    -1.19863E-001    -1.54110E-001    -1.88356E-001    -2.22602E-001    -2.56847E-001    -2.91115E-001    -3.25359E-001    -3.59409E-001    -3.93875E-001    -4.30426E-001    -4.66623E-001    -4.89951E-001    -4.97552E-001    -4.99688E-001    -5.00117E-001    -5.00028E-001    -4.99959E-001    -5.00007E-001    -5.00010E-001    -4.99992E-001    -5.00002E-001    -5.00001E-001    -4.99998E-001    -5.00001E-001    -4.99999E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
    1.12000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     9.99998E-001     1.00000E+000     1.00000E+000     9.99993E-001     9.99997E-001     1.00002E+000     9.99999E-001     9.99951E-001     1.00001E+000     1.00014E+000     1.00000E+000     9.98982E-001     9.95589E-001     9.85603E-001     9.60185E-001     9.23437E-001     8.85739E-001     8.50341E-001     8.15919E-001     7.81311E-001     7.46542E-001     7.11799E-001     6.77082E-001     6.42362E-001     6.07639E-001     5.72917E-001     5.38194E-001     5.03472E-001     4.68750E-001     4.34028E-001     3.99306E-001     3.64583E-001     3.29861E-001     2.95139E-001     2.60417E-001     2.25694E-001     1.90972E-001     1.56250E-001     1.21528E-001     8.68056E-002     5.20833E-002     1.73611E-002    -1.73611E-002    -5.20833E-002    -8.68056E-002    -1.21528E-001    -1.56250E-001    -1.90972E-001    -2.25693E-001    -2.60416E-001    -2.95165E-001    -3.29856E-001    -3.64358E-001    -3.99615E-001    -4.37110E-001    -4.72498E-001    -4.92167E-001    -4.98179E-001    -4.99839E-001    -5.00121E-001    -5.00006E-001    -4.99963E-001    -5.00012E-001    -5.00006E-001    -4.99992E-001    -5.00003E-001    -5.00000E-001    -4.99999E-001    -5.00001E-001    -4.99999E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
    1.16000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     9.99998E-001     1.00000E+000     1.00000E+000     9.99997E-001     9.99992E-001     1.00001E+000     1.00001E+000     9.99963E-001     9.99968E-001     1.00010E+000     1.00012E+000     9.99538E-001     9.97338E-001     9.90763E-001     9.72055E-001     9.37861E-001     8.99180E-001     8.62362E-001     8.27279E-001     7.92305E-001     7.57078E-001     7.21827E-001     6.86615E-001     6.51409E-001     6.16198E-001     5.80986E-001     5.45775E-001     5.10563E-001     4.75352E-001     4.40141E-001     4.04930E-001     3.69718E-001     3.34507E-001     2.99296E-001     2.64085E-001     2.28873E-001     1.93662E-001     1.58451E-001     1.23239E-001     8.80282E-002     5.28169E-002     1.76056E-002    -1.76056E-002    -5.28169E-002    -8.80282E-002    -1.23239E-001    -1.58451E-001    -1.93662E-001    -2.28871E-001    -2.64087E-001    -2.99328E-001    -3.34467E-001    -3.69472E-001    -4.05635E-001    -4.43941E-001    -4.77790E-001    -4.93899E-001    -4.98672E-001    -4.99951E-001    -5.00113E-001    -4.99987E-001    -4.99969E-001    -5.00016E-001    -5.00003E-001    -4.99993E-001    -5.00004E-001    -5.00000E-001    -4.99999E-001    -5.00001E-001    -4.99999E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
    1.20000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     9.99999E-001     9.99999E-001     1.00000E+000     1.00000E+000     9.99991E-001     1.00000E+000     1.00002E+000     9.99983E-001     9.99950E-001     1.00004E+000     1.00015E+000     9.99875E-001     9.98485E-001     9.94128E-001     9.81436E-001     9.52059E-001     9.13410E-001     8.75024E-001     8.38958E-001     8.03566E-001     7.67916E-001     7.32149E-001     6.96422E-001     6.60714E-001     6.25001E-001     5.89286E-001     5.53571E-001     5.17857E-001     4.82143E-001     4.46429E-001     4.10714E-001     3.75000E-001     3.39286E-001     3.03571E-001     2.67857E-001     2.32143E-001     1.96429E-001     1.60714E-001     1.25000E-001     8.92857E-002     5.35714E-002     1.78571E-002    -1.78571E-002    -5.35714E-002    -8.92857E-002    -1.25000E-001    -1.60714E-001    -1.96428E-001    -2.32140E-001    -2.67865E-001    -3.03607E-001    -3.39199E-001    -3.74777E-001    -4.11952E-001    -4.50841E-001    -4.82346E-001    -4.95268E-001    -4.99058E-001    -5.00030E-001    -5.00097E-001    -4.99972E-001    -4.99977E-001    -5.00018E-001    -4.99999E-001    -4.99994E-001    -5.00004E-001    -4.99999E-001    -4.99999E-001    -5.00001E-001    -4.99999E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
    1.24000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     9.99998E-001     1.00000E+000     1.00000E+000     9.99993E-001     9.99997E-001     1.00002E+000     1.00000E+000     9.99952E-001     9.99993E-001     1.00013E+000     1.00006E+000     9.99224E-001     9.96362E-001     9.87991E-001     9.65218E-001     9.28210E-001     8.88483E-001     8.51069E-001     8.15096E-001     7.79051E-001     7.42779E-001     7.06515E-001     6.70287E-001     6.34059E-001     5.97826E-001     5.61594E-001     5.25362E-001     4.89130E-001     4.52899E-001     4.16667E-001     3.80435E-001     3.44203E-001     3.07971E-001     2.71739E-001     2.35507E-001     1.99275E-001     1.63043E-001     1.26812E-001     9.05797E-002     5.43478E-002     1.81159E-002    -1.81159E-002    -5.43478E-002    -9.05797E-002    -1.26812E-001    -1.63044E-001    -1.99275E-001    -2.35504E-001    -2.71753E-001    -3.08003E-001    -3.44060E-001    -3.80304E-001    -4.18565E-001    -4.57699E-001    -4.86103E-001    -4.96359E-001    -4.99358E-001    -5.00083E-001    -5.00075E-001    -4.99962E-001    -4.99986E-001    -5.00018E-001    -4.99996E-001    -4.99996E-001    -5.00004E-001    -4.99998E-001    -5.00000E-001    -5.00001E-001    -4.99999E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
    1.28000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     9.99998E-001     1.00000E+000     1.00000E+000     9.99997E-001     9.99992E-001     1.00001E+000     1.00002E+000     9.99966E-001     9.99960E-001     1.00008E+000     1.00014E+000     9.99687E-001     9.97842E-001     9.92286E-001     9.76276E-001     9.43099E-001     9.02802E-001     8.63771E-001     8.26931E-001     7.90474E-001     7.53727E-001     7.16911E-001     6.80141E-001     6.43383E-001     6.06618E-001     5.69853E-001     5.33088E-001     4.96324E-001     4.59559E-001     4.22794E-001     3.86029E-001     3.49265E-001     3.12500E-001     2.75735E-001     2.38971E-001     2.02206E-001     1.65441E-001     1.28676E-001     9.19118E-002     5.51471E-002     1.83824E-002    -1.83824E-002    -5.51471E-002    -9.19118E-002    -1.28676E-001    -1.65441E-001    -2.02205E-001    -2.38968E-001    -2.75757E-001    -3.12520E-001    -3.49063E-001    -3.86084E-001    -4.25455E-001    -4.64345E-001    -4.89100E-001    -4.97227E-001    -4.99590E-001    -5.00114E-001    -5.00051E-001    -4.99957E-001    -4.99995E-001    -5.00016E-001    -4.99994E-001    -4.99998E-001    -5.00004E-001    -4.99998E-001    -5.00000E-001    -5.00001E-001    -4.99999E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
    1.32000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     9.99999E-001     9.99999E-001     1.00000E+000     1.00000E+000     9.99991E-001     1.00000E+000     1.00002E+000     9.99987E-001     9.99948E-001     1.00003E+000     1.00015E+000     9.99961E-001     9.98809E-001     9.95125E-001     9.84465E-001     9.57371E-001     9.17869E-001     8.77241E-001     8.39160E-001     8.02181E-001     7.64995E-001     7.27627E-001     6.90291E-001     6.52983E-001     6.15673E-001     5.78358E-001     5.41045E-001     5.03731E-001     4.66418E-001     4.29104E-001     3.91791E-001     3.54478E-001     3.17164E-001     2.79851E-001     2.42537E-001     2.05224E-001     1.67910E-001     1.30597E-001     9.32836E-002     5.59701E-002     1.86567E-002    -1.86567E-002    -5.59701E-002    -9.32836E-002    -1.30597E-001    -1.67911E-001    -2.05222E-001    -2.42537E-001    -2.79880E-001    -3.17161E-001    -3.54227E-001    -3.92149E-001    -4.32576E-001    -4.70574E-001    -4.91452E-001    -4.97916E-001    -4.99768E-001    -5.00127E-001    -5.00026E-001    -4.99956E-001    -5.00003E-001    -5.00014E-001    -4.99992E-001    -4.99999E-001    -5.00003E-001    -4.99998E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
    1.36000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     9.99998E-001     1.00000E+000     1.00000E+000     9.99993E-001     9.99996E-001     1.00002E+000     1.00001E+000     9.99953E-001     9.99981E-001     1.00012E+000     1.00010E+000     9.99430E-001     9.97018E-001     9.89955E-001     9.70024E-001     9.33318E-001     8.91603E-001     8.51927E-001     8.14189E-001     7.76575E-001     7.38676E-001     7.00752E-001     6.62874E-001     6.25001E-001     5.87122E-001     5.49242E-001     5.11364E-001     4.73485E-001     4.35606E-001     3.97727E-001     3.59848E-001     3.21970E-001     2.84091E-001     2.46212E-001     2.08333E-001     1.70455E-001     1.32576E-001     9.46970E-002     5.68182E-002     1.89394E-002    -1.89394E-002    -5.68182E-002    -9.46970E-002    -1.32576E-001    -1.70455E-001    -2.08331E-001    -2.46214E-001    -2.84127E-001    -3.21929E-001    -3.59575E-001    -3.98526E-001    -4.39863E-001    -4.76180E-001    -4.93303E-001    -4.98462E-001    -4.99900E-001    -5.00126E-001    -5.00004E-001    -4.99960E-001    -5.00010E-001    -5.00010E-001    -4.99992E-001    -5.00001E-001    -5.00002E-001    -4.99998E-001    -5.00001E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
    1.40000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     9.99998E-001     1.00000E+000     1.00000E+000     9.99997E-001     9.99992E-001     1.00001E+000     1.00002E+000     9.99970E-001     9.99953E-001     1.00006E+000     1.00016E+000     9.99812E-001     9.98270E-001     9.93561E-001     9.80008E-001     9.48531E-001     9.06844E-001     8.65415E-001     8.26563E-001     7.88459E-001     7.50065E-001     7.11544E-001     6.73069E-001     6.34615E-001     5.96155E-001     5.57692E-001     5.19231E-001     4.80769E-001     4.42308E-001     4.03846E-001     3.65385E-001     3.26923E-001     2.88462E-001     2.50000E-001     2.11538E-001     1.73077E-001     1.34615E-001     9.61538E-002     5.76923E-002     1.92308E-002    -1.92308E-002    -5.76923E-002    -9.61538E-002    -1.34616E-001    -1.73077E-001    -2.11536E-001    -2.50007E-001    -2.88502E-001    -3.26831E-001    -3.65137E-001    -4.05233E-001    -4.47233E-001    -4.81007E-001    -4.94776E-001    -4.98892E-001    -4.99997E-001    -5.00114E-001    -4.99984E-001    -4.99966E-001    -5.00015E-001    -5.00006E-001    -4.99992E-001    -5.00002E-001    -5.00002E-001    -4.99998E-001    -5.00001E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
    1.44000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     9.99999E-001     9.99999E-001     1.00000E+000     1.00000E+000     9.99991E-001     1.00000E+000     1.00002E+000     9.99991E-001     9.99946E-001     1.00001E+000     1.00015E+000     1.00003E+000     9.99085E-001     9.95970E-001     9.86991E-001     9.62626E-001     9.22723E-001     8.79794E-001     8.39424E-001     8.00653E-001     7.61793E-001     7.22683E-001     6.83586E-001     6.44528E-001     6.05470E-001     5.66406E-001     5.27344E-001     4.88281E-001     4.49219E-001     4.10156E-001     3.71094E-001     3.32031E-001     2.92969E-001     2.53906E-001     2.14844E-001     1.75781E-001     1.36719E-001     9.76562E-002     5.85937E-002     1.95312E-002    -1.95313E-002    -5.85937E-002    -9.76562E-002    -1.36719E-001    -1.75781E-001    -2.14841E-001    -2.53920E-001    -2.93006E-001    -3.31878E-001    -3.70947E-001    -4.12272E-001    -4.54563E-001    -4.84991E-001    -4.95954E-001    -4.99228E-001    -5.00064E-001    -5.00095E-001    -4.99969E-001    -4.99975E-001    -5.00018E-001    -5.00002E-001    -4.99993E-001    -5.00003E-001    -5.00001E-001    -4.99998E-001    -5.00001E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
    1.48000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     9.99998E-001     1.00000E+000     1.00000E+000     9.99993E-001     9.99996E-001     1.00002E+000     1.00001E+000     9.99956E-001     9.99969E-001     1.00010E+000     1.00014E+000     9.99602E-001     9.97575E-001     9.91585E-001     9.74454E-001     9.38722E-001     8.95135E-001     8.52951E-001     8.13196E-001     7.73851E-001     7.34182E-001     6.94443E-001     6.54756E-001     6.15080E-001     5.75397E-001     5.35714E-001     4.96032E-001     4.56349E-001     4.16667E-001     3.76984E-001     3.37302E-001     2.97619E-001     2.57937E-001     2.18254E-001     1.78571E-001     1.38889E-001     9.92063E-002     5.95238E-002     1.98413E-002    -1.98413E-002    -5.95238E-002    -9.92063E-002    -1.38889E-001    -1.78571E-001    -2.18251E-001    -2.57958E-001    -2.97645E-001    -3.37084E-001    -3.77039E-001    -4.19622E-001    -4.61668E-001    -4.88177E-001    -4.96898E-001    -4.99491E-001    -5.00106E-001    -5.00072E-001    -4.99959E-001    -4.99984E-001    -5.00019E-001    -4.99999E-001    -4.99994E-001    -5.00004E-001    -5.00000E-001    -4.99999E-001    -5.00001E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
    1.52000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     9.99998E-001     1.00000E+000     1.00000E+000     9.99997E-001     9.99992E-001     1.00001E+000     1.00002E+000     9.99975E-001     9.99948E-001     1.00005E+000     1.00016E+000     9.99915E-001     9.98633E-001     9.94640E-001     9.83205E-001     9.54070E-001     9.11320E-001     8.67338E-001     8.26185E-001     7.86235E-001     7.46044E-001     7.05660E-001     6.65314E-001     6.24999E-001     5.84678E-001     5.44355E-001     5.04032E-001     4.63710E-001     4.23387E-001     3.83065E-001     3.42742E-001     3.02419E-001     2.62097E-001     2.21774E-001     1.81452E-001     1.41129E-001     1.00806E-001     6.04839E-002     2.01613E-002    -2.01613E-002    -6.04839E-002    -1.00806E-001    -1.41129E-001    -1.81450E-001    -2.21773E-001    -2.62127E-001    -3.02421E-001    -3.42470E-001    -3.83450E-001    -4.27235E-001    -4.68328E-001    -4.90687E-001    -4.97650E-001    -4.99693E-001    -5.00129E-001    -5.00046E-001    -4.99954E-001    -4.99993E-001    -5.00018E-001    -4.99996E-001    -4.99995E-001    -5.00004E-001    -4.99999E-001    -4.99999E-001    -5.00001E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
    1.56000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     9.99999E-001     9.99999E-001     1.00000E+000     1.00000E+000     9.99991E-001     1.00000E+000     1.00002E+000     9.99996E-001     9.99947E-001     9.99995E-001     1.00014E+000     1.00009E+000     9.99317E-001     9.96686E-001     9.89080E-001     9.67672E-001     9.27954E-001     8.82726E-001     8.39779E-001     7.98967E-001     7.58266E-001     7.17254E-001     6.76223E-001     6.35241E-001     5.94263E-001     5.53279E-001     5.12295E-001     4.71311E-001     4.30328E-001     3.89344E-001     3.48361E-001     3.07377E-001     2.66393E-001     2.25410E-001     1.84426E-001     1.43443E-001     1.02459E-001     6.14754E-002     2.04918E-002    -2.04918E-002    -6.14754E-002    -1.02459E-001    -1.43443E-001    -1.84424E-001    -2.25411E-001    -2.66432E-001    -3.07340E-001    -3.48062E-001    -3.90210E-001    -4.35043E-001    -4.74322E-001    -4.92671E-001    -4.98248E-001    -4.99846E-001    -5.00135E-001    -5.00021E-001    -4.99954E-001    -5.00002E-001    -5.00016E-001    -4.99993E-001    -4.99997E-001    -5.00004E-001    -4.99999E-001    -4.99999E-001    -5.00001E-001    -4.99999E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
