               t             u(1)             u(2)             u(3)             u(4)             u(5)             u(6)             u(7)             u(8)             u(9)            u(10)            u(11)            u(12)            u(13)            u(14)            u(15)            u(16)            u(17)            u(18)            u(19)            u(20)            u(21)            u(22)            u(23)            u(24)            u(25)            u(26)            u(27)            u(28)            u(29)            u(30)            u(31)            u(32)            u(33)            u(34)            u(35)            u(36)            u(37)            u(38)            u(39)            u(40)            u(41)            u(42)            u(43)            u(44)            u(45)            u(46)            u(47)            u(48)            u(49)            u(50)            u(51)            u(52)            u(53)            u(54)            u(55)            u(56)            u(57)            u(58)            u(59)            u(60)            u(61)            u(62)            u(63)            u(64)            u(65)            u(66)            u(67)            u(68)            u(69)            u(70)            u(71)            u(72)            u(73)            u(74)            u(75)            u(76)            u(77)            u(78)            u(79)            u(80)            u(81)            u(82)            u(83)            u(84)            u(85)            u(86)            u(87)            u(88)            u(89)            u(90)            u(91)            u(92)            u(93)            u(94)            u(95)            u(96)            u(97)            u(98)            u(99)           u(100) 
    4.00000E-001     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     9.99998E-001     1.00000E+000     9.99993E-001     1.00001E+000     1.00001E+000     9.99962E-001     1.00004E+000     1.00008E+000     9.99438E-001     9.96506E-001     9.86069E-001     9.61505E-001     9.31591E-001     9.02646E-001     8.74893E-001     8.47241E-001     8.19459E-001     7.91665E-001     7.63888E-001     7.36111E-001     7.08333E-001     6.80556E-001     6.52778E-001     6.25000E-001     5.97222E-001     5.69444E-001     5.41667E-001     5.13889E-001     4.86111E-001     4.58333E-001     4.30556E-001     4.02778E-001     3.75000E-001     3.47222E-001     3.19444E-001     2.91667E-001     2.63889E-001     2.36111E-001     2.08333E-001     1.80556E-001     1.52778E-001     1.25000E-001     9.72222E-002     6.94444E-002     4.16667E-002     1.38889E-002    -1.38889E-002    -4.16667E-002    -6.94444E-002    -9.72222E-002    -1.25000E-001    -1.52778E-001    -1.80556E-001    -2.08333E-001    -2.36111E-001    -2.63889E-001    -2.91666E-001    -3.19445E-001    -3.47234E-001    -3.74984E-001    -4.02662E-001    -4.30920E-001    -4.60466E-001    -4.86480E-001    -4.97402E-001    -4.99790E-001    -5.00083E-001    -4.99973E-001    -5.00008E-001    -4.99998E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
    4.40000E-001     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     9.99998E-001     1.00000E+000     9.99995E-001     1.00000E+000     1.00002E+000     9.99969E-001     1.00000E+000     1.00011E+000     9.99807E-001     9.98037E-001     9.91610E-001     9.72411E-001     9.43112E-001     9.13086E-001     8.84641E-001     8.56724E-001     8.28678E-001     8.00565E-001     7.72469E-001     7.44382E-001     7.16292E-001     6.88202E-001     6.60112E-001     6.32022E-001     6.03933E-001     5.75843E-001     5.47753E-001     5.19663E-001     4.91573E-001     4.63483E-001     4.35393E-001     4.07303E-001     3.79213E-001     3.51124E-001     3.23034E-001     2.94944E-001     2.66854E-001     2.38764E-001     2.10674E-001     1.82584E-001     1.54494E-001     1.26404E-001     9.83146E-002     7.02247E-002     4.21348E-002     1.40449E-002    -1.40449E-002    -4.21348E-002    -7.02247E-002    -9.83146E-002    -1.26404E-001    -1.54494E-001    -1.82584E-001    -2.10674E-001    -2.38764E-001    -2.66854E-001    -2.94943E-001    -3.23037E-001    -3.51137E-001    -3.79172E-001    -4.07193E-001    -4.36107E-001    -4.66051E-001    -4.89799E-001    -4.98116E-001    -4.99899E-001    -5.00075E-001    -4.99969E-001    -5.00011E-001    -4.99997E-001    -5.00001E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
    4.80000E-001     1.00000E+000     1.00000E+000     9.99999E-001     1.00000E+000     9.99998E-001     1.00000E+000     9.99998E-001     9.99995E-001     1.00002E+000     9.99984E-001     9.99972E-001     1.00009E+000     1.00001E+000     9.98973E-001     9.94986E-001     9.81760E-001     9.54882E-001     9.24124E-001     8.94698E-001     8.66381E-001     8.38095E-001     8.09674E-001     7.81248E-001     7.52840E-001     7.24432E-001     6.96023E-001     6.67614E-001     6.39205E-001     6.10795E-001     5.82386E-001     5.53977E-001     5.25568E-001     4.97159E-001     4.68750E-001     4.40341E-001     4.11932E-001     3.83523E-001     3.55114E-001     3.26705E-001     2.98295E-001     2.69886E-001     2.41477E-001     2.13068E-001     1.84659E-001     1.56250E-001     1.27841E-001     9.94318E-002     7.10227E-002     4.26136E-002     1.42045E-002    -1.42045E-002    -4.26136E-002    -7.10227E-002    -9.94318E-002    -1.27841E-001    -1.56250E-001    -1.84659E-001    -2.13068E-001    -2.41477E-001    -2.69886E-001    -2.98294E-001    -3.26711E-001    -3.55126E-001    -3.83447E-001    -4.11875E-001    -4.41514E-001    -4.71551E-001    -4.92360E-001    -4.98651E-001    -4.99978E-001    -5.00062E-001    -4.99967E-001    -5.00013E-001    -4.99996E-001    -5.00001E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
    5.20000E-001     1.00000E+000     1.00000E+000     9.99999E-001     1.00000E+000     9.99998E-001     1.00000E+000     1.00000E+000     9.99992E-001     1.00001E+000     1.00000E+000     9.99960E-001     1.00005E+000     1.00010E+000     9.99538E-001     9.97057E-001     9.88650E-001     9.66369E-001     9.35764E-001     9.05204E-001     8.76245E-001     8.47698E-001     8.18994E-001     7.90232E-001     7.61491E-001     7.32758E-001     7.04023E-001     6.75287E-001     6.46552E-001     6.17816E-001     5.89080E-001     5.60345E-001     5.31609E-001     5.02874E-001     4.74138E-001     4.45402E-001     4.16667E-001     3.87931E-001     3.59195E-001     3.30460E-001     3.01724E-001     2.72989E-001     2.44253E-001     2.15517E-001     1.86782E-001     1.58046E-001     1.29310E-001     1.00575E-001     7.18391E-002     4.31034E-002     1.43678E-002    -1.43678E-002    -4.31034E-002    -7.18391E-002    -1.00575E-001    -1.29310E-001    -1.58046E-001    -1.86782E-001    -2.15517E-001    -2.44253E-001    -2.72988E-001    -3.01724E-001    -3.30470E-001    -3.59201E-001    -3.87817E-001    -4.16736E-001    -4.47115E-001    -4.76771E-001    -4.94274E-001    -4.99053E-001    -5.00035E-001    -5.00046E-001    -4.99967E-001    -5.00015E-001    -4.99995E-001    -5.00002E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
    5.60000E-001     1.00000E+000     1.00000E+000     9.99999E-001     1.00000E+000     9.99999E-001     1.00000E+000     1.00000E+000     9.99992E-001     1.00001E+000     1.00001E+000     9.99964E-001     1.00000E+000     1.00012E+000     9.99866E-001     9.98355E-001     9.93080E-001     9.76747E-001     9.47801E-001     9.16294E-001     8.86396E-001     8.57482E-001     8.28522E-001     7.99432E-001     7.70346E-001     7.41278E-001     7.12210E-001     6.83140E-001     6.54070E-001     6.25000E-001     5.95930E-001     5.66860E-001     5.37791E-001     5.08721E-001     4.79651E-001     4.50581E-001     4.21512E-001     3.92442E-001     3.63372E-001     3.34302E-001     3.05233E-001     2.76163E-001     2.47093E-001     2.18023E-001     1.88953E-001     1.59884E-001     1.30814E-001     1.01744E-001     7.26744E-002     4.36047E-002     1.45349E-002    -1.45349E-002    -4.36047E-002    -7.26744E-002    -1.01744E-001    -1.30814E-001    -1.59884E-001    -1.88953E-001    -2.18023E-001    -2.47093E-001    -2.76162E-001    -3.05233E-001    -3.34317E-001    -3.63361E-001    -3.92297E-001    -4.21802E-001    -4.52859E-001    -4.81508E-001    -4.95698E-001    -4.99355E-001    -5.00073E-001    -5.00028E-001    -4.99969E-001    -5.00016E-001    -4.99994E-001    -5.00002E-001    -4.99999E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
    6.00000E-001     1.00000E+000     1.00000E+000     9.99999E-001     1.00000E+000     9.99999E-001     9.99999E-001     1.00000E+000     9.99994E-001     9.99999E-001     1.00002E+000     9.99978E-001     9.99971E-001     1.00009E+000     1.00004E+000     9.99160E-001     9.95817E-001     9.85003E-001     9.59782E-001     9.28021E-001     8.96967E-001     8.67467E-001     8.38248E-001     8.08852E-001     7.79412E-001     7.49997E-001     7.20588E-001     6.91177E-001     6.61765E-001     6.32353E-001     6.02941E-001     5.73529E-001     5.44118E-001     5.14706E-001     4.85294E-001     4.55882E-001     4.26471E-001     3.97059E-001     3.67647E-001     3.38235E-001     3.08824E-001     2.79412E-001     2.50000E-001     2.20588E-001     1.91176E-001     1.61765E-001     1.32353E-001     1.02941E-001     7.35294E-002     4.41176E-002     1.47059E-002    -1.47059E-002    -4.41176E-002    -7.35294E-002    -1.02941E-001    -1.32353E-001    -1.61765E-001    -1.91176E-001    -2.20588E-001    -2.50000E-001    -2.79411E-001    -3.08826E-001    -3.38254E-001    -3.67609E-001    -3.96906E-001    -4.27090E-001    -4.58687E-001    -4.85592E-001    -4.96776E-001    -4.99583E-001    -5.00094E-001    -5.00010E-001    -4.99974E-001    -5.00016E-001    -4.99993E-001    -5.00003E-001    -4.99999E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
    6.40000E-001     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     9.99998E-001     1.00000E+000     9.99998E-001     9.99994E-001     1.00002E+000     9.99996E-001     9.99957E-001     1.00005E+000     1.00012E+000     9.99648E-001     9.97552E-001     9.90678E-001     9.71036E-001     9.40265E-001     9.08100E-001     8.77721E-001     8.48163E-001     8.18491E-001     7.88701E-001     7.58925E-001     7.29166E-001     6.99405E-001     6.69643E-001     6.39881E-001     6.10119E-001     5.80357E-001     5.50595E-001     5.20833E-001     4.91071E-001     4.61310E-001     4.31548E-001     4.01786E-001     3.72024E-001     3.42262E-001     3.12500E-001     2.82738E-001     2.52976E-001     2.23214E-001     1.93452E-001     1.63690E-001     1.33929E-001     1.04167E-001     7.44048E-002     4.46429E-002     1.48810E-002    -1.48810E-002    -4.46429E-002    -7.44048E-002    -1.04167E-001    -1.33929E-001    -1.63690E-001    -1.93452E-001    -2.23214E-001    -2.52976E-001    -2.82737E-001    -3.12506E-001    -3.42281E-001    -3.71950E-001    -4.01665E-001    -4.32612E-001    -4.64517E-001    -4.88933E-001    -4.97603E-001    -4.99755E-001    -5.00101E-001    -4.99994E-001    -4.99980E-001    -5.00016E-001    -4.99992E-001    -5.00003E-001    -4.99999E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
    6.80000E-001     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     9.99998E-001     1.00000E+000     1.00000E+000     9.99992E-001     1.00001E+000     1.00001E+000     9.99961E-001     1.00000E+000     1.00012E+000     9.99930E-001     9.98652E-001     9.94255E-001     9.80593E-001     9.52666E-001     9.19887E-001     8.88362E-001     8.58279E-001     8.28341E-001     7.98219E-001     7.68071E-001     7.37949E-001     7.07832E-001     6.77711E-001     6.47590E-001     6.17470E-001     5.87349E-001     5.57229E-001     5.27108E-001     4.96988E-001     4.66867E-001     4.36747E-001     4.06627E-001     3.76506E-001     3.46386E-001     3.16265E-001     2.86145E-001     2.56024E-001     2.25904E-001     1.95783E-001     1.65663E-001     1.35542E-001     1.05422E-001     7.53012E-002     4.51807E-002     1.50602E-002    -1.50602E-002    -4.51807E-002    -7.53012E-002    -1.05422E-001    -1.35542E-001    -1.65663E-001    -1.95783E-001    -2.25904E-001    -2.56024E-001    -2.86143E-001    -3.16276E-001    -3.46399E-001    -3.76389E-001    -4.06603E-001    -4.38357E-001    -4.70210E-001    -4.91547E-001    -4.98240E-001    -4.99882E-001    -5.00097E-001    -4.99980E-001    -4.99987E-001    -5.00015E-001    -4.99992E-001    -5.00004E-001    -4.99999E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
    7.20000E-001     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     9.99998E-001     1.00000E+000     1.00000E+000     9.99993E-001     1.00000E+000     1.00002E+000     9.99976E-001     9.99968E-001     1.00009E+000     1.00008E+000     9.99339E-001     9.96526E-001     9.87656E-001     9.64653E-001     9.32282E-001     8.99534E-001     8.68646E-001     8.38391E-001     8.07968E-001     7.77446E-001     7.46947E-001     7.16463E-001     6.85976E-001     6.55488E-001     6.25000E-001     5.94512E-001     5.64024E-001     5.33537E-001     5.03049E-001     4.72561E-001     4.42073E-001     4.11585E-001     3.81098E-001     3.50610E-001     3.20122E-001     2.89634E-001     2.59146E-001     2.28659E-001     1.98171E-001     1.67683E-001     1.37195E-001     1.06707E-001     7.62195E-002     4.57317E-002     1.52439E-002    -1.52439E-002    -4.57317E-002    -7.62195E-002    -1.06707E-001    -1.37195E-001    -1.67683E-001    -1.98171E-001    -2.28659E-001    -2.59145E-001    -2.89634E-001    -3.20139E-001    -3.50610E-001    -3.80940E-001    -4.11745E-001    -4.44293E-001    -4.75579E-001    -4.93544E-001    -4.98731E-001    -4.99975E-001    -5.00084E-001    -4.99970E-001    -4.99994E-001    -5.00013E-001    -4.99992E-001    -5.00004E-001    -4.99998E-001    -5.00001E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
    7.60000E-001     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     9.99999E-001     9.99999E-001     1.00000E+000     9.99996E-001     9.99996E-001     1.00002E+000     9.99995E-001     9.99955E-001     1.00004E+000     1.00013E+000     9.99754E-001     9.97989E-001     9.92288E-001     9.75385E-001     9.45027E-001     9.11361E-001     8.79366E-001     8.48644E-001     8.17942E-001     7.87059E-001     7.56169E-001     7.25306E-001     6.94445E-001     6.63580E-001     6.32716E-001     6.01852E-001     5.70988E-001     5.40123E-001     5.09259E-001     4.78395E-001     4.47531E-001     4.16667E-001     3.85802E-001     3.54938E-001     3.24074E-001     2.93210E-001     2.62346E-001     2.31481E-001     2.00617E-001     1.69753E-001     1.38889E-001     1.08025E-001     7.71605E-002     4.62963E-002     1.54321E-002    -1.54321E-002    -4.62963E-002    -7.71605E-002    -1.08025E-001    -1.38889E-001    -1.69753E-001    -2.00617E-001    -2.31482E-001    -2.62344E-001    -2.93211E-001    -3.24096E-001    -3.54915E-001    -3.85618E-001    -4.17115E-001    -4.50363E-001    -4.80432E-001    -4.95066E-001    -4.99109E-001    -5.00040E-001    -5.00067E-001    -4.99964E-001    -5.00001E-001    -5.00010E-001    -4.99992E-001    -5.00004E-001    -4.99998E-001    -5.00001E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
    8.00000E-001     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     9.99998E-001     1.00000E+000     9.99999E-001     9.99992E-001     1.00001E+000     1.00001E+000     9.99960E-001     9.99994E-001     1.00012E+000     9.99990E-001     9.98920E-001     9.95228E-001     9.83897E-001     9.57628E-001     9.23860E-001     8.90583E-001     8.59136E-001     8.28129E-001     7.96915E-001     7.65628E-001     7.34371E-001     7.03125E-001     6.71875E-001     6.40625E-001     6.09375E-001     5.78125E-001     5.46875E-001     5.15625E-001     4.84375E-001     4.53125E-001     4.21875E-001     3.90625E-001     3.59375E-001     3.28125E-001     2.96875E-001     2.65625E-001     2.34375E-001     2.03125E-001     1.71875E-001     1.40625E-001     1.09375E-001     7.81250E-002     4.68750E-002     1.56250E-002    -1.56250E-002    -4.68750E-002    -7.81250E-002    -1.09375E-001    -1.40625E-001    -1.71875E-001    -2.03125E-001    -2.34375E-001    -2.65623E-001    -2.96880E-001    -3.28150E-001    -3.59317E-001    -3.90446E-001    -4.22729E-001    -4.56503E-001    -4.84613E-001    -4.96244E-001    -4.99398E-001    -5.00082E-001    -5.00046E-001    -4.99962E-001    -5.00007E-001    -5.00007E-001    -4.99993E-001    -5.00004E-001    -4.99998E-001    -5.00001E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
    8.40000E-001     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     9.99998E-001     1.00000E+000     1.00000E+000     9.99992E-001     1.00000E+000     1.00002E+000     9.99976E-001     9.99964E-001     1.00008E+000     1.00010E+000     9.99501E-001     9.97135E-001     9.89799E-001     9.69378E-001     9.36869E-001     9.02437E-001     8.69951E-001     8.38526E-001     8.07010E-001     7.75333E-001     7.43666E-001     7.12023E-001     6.80380E-001     6.48734E-001     6.17089E-001     5.85443E-001     5.53797E-001     5.22152E-001     4.90506E-001     4.58861E-001     4.27215E-001     3.95570E-001     3.63924E-001     3.32278E-001     3.00633E-001     2.68987E-001     2.37342E-001     2.05696E-001     1.74051E-001     1.42405E-001     1.10759E-001     7.91139E-002     4.74684E-002     1.58228E-002    -1.58228E-002    -4.74684E-002    -7.91139E-002    -1.10759E-001    -1.42405E-001    -1.74051E-001    -2.05696E-001    -2.37341E-001    -2.68985E-001    -3.00643E-001    -3.32302E-001    -3.63821E-001    -3.95448E-001    -4.28592E-001    -4.62621E-001    -4.88045E-001    -4.97163E-001    -4.99618E-001    -5.00105E-001    -5.00024E-001    -4.99964E-001    -5.00012E-001    -5.00004E-001    -4.99994E-001    -5.00004E-001    -4.99998E-001    -5.00001E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
    8.80000E-001     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     9.99998E-001     1.00000E+000     1.00000E+000     9.99994E-001     9.99997E-001     1.00002E+000     9.99995E-001     9.99953E-001     1.00003E+000     1.00014E+000     9.99850E-001     9.98370E-001     9.93593E-001     9.79306E-001     9.49984E-001     9.15002E-001     8.81222E-001     8.49155E-001     8.17335E-001     7.85293E-001     7.53204E-001     7.21150E-001     6.89103E-001     6.57052E-001     6.25000E-001     5.92949E-001     5.60897E-001     5.28846E-001     4.96795E-001     4.64744E-001     4.32692E-001     4.00641E-001     3.68590E-001     3.36538E-001     3.04487E-001     2.72436E-001     2.40385E-001     2.08333E-001     1.76282E-001     1.44231E-001     1.12179E-001     8.01282E-002     4.80769E-002     1.60256E-002    -1.60256E-002    -4.80769E-002    -8.01282E-002    -1.12179E-001    -1.44231E-001    -1.76282E-001    -2.08334E-001    -2.40384E-001    -2.72434E-001    -3.04503E-001    -3.36553E-001    -3.68438E-001    -4.00652E-001    -4.34689E-001    -4.68567E-001    -4.90757E-001    -4.97884E-001    -4.99785E-001    -5.00112E-001    -5.00004E-001    -4.99968E-001    -5.00015E-001    -5.00000E-001    -4.99995E-001    -5.00004E-001    -4.99998E-001    -5.00001E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
    9.20000E-001     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     9.99999E-001     9.99999E-001     1.00000E+000     9.99998E-001     9.99992E-001     1.00001E+000     1.00001E+000     9.99960E-001     9.99986E-001     1.00012E+000     1.00004E+000     9.99157E-001     9.96049E-001     9.86655E-001     9.62595E-001     9.28200E-001     8.93101E-001     8.60081E-001     8.27881E-001     7.95506E-001     7.62998E-001     7.30514E-001     6.98051E-001     6.65585E-001     6.33117E-001     6.00649E-001     5.68182E-001     5.35714E-001     5.03247E-001     4.70779E-001     4.38312E-001     4.05844E-001     3.73377E-001     3.40909E-001     3.08442E-001     2.75974E-001     2.43506E-001     2.11039E-001     1.78571E-001     1.46104E-001     1.13636E-001     8.11688E-002     4.87013E-002     1.62338E-002    -1.62338E-002    -4.87013E-002    -8.11688E-002    -1.13636E-001    -1.46104E-001    -1.78571E-001    -2.11039E-001    -2.43505E-001    -2.75974E-001    -3.08464E-001    -3.40906E-001    -3.73182E-001    -4.06086E-001    -4.40981E-001    -4.74156E-001    -4.92855E-001    -4.98447E-001    -4.99908E-001    -5.00107E-001    -4.99986E-001    -4.99975E-001    -5.00017E-001    -4.99997E-001    -4.99996E-001    -5.00004E-001    -4.99998E-001    -5.00001E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
    9.60000E-001     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     1.00000E+000     9.99998E-001     1.00000E+000     1.00000E+000     9.99992E-001     1.00000E+000     1.00002E+000     9.99977E-001     9.99959E-001     1.00007E+000     1.00013E+000     9.99645E-001     9.97657E-001     9.91530E-001     9.73828E-001     9.41732E-001     9.05704E-001     8.71422E-001     8.38658E-001     8.05967E-001     7.73056E-001     7.40128E-001     7.07233E-001     6.74343E-001     6.41448E-001     6.08553E-001     5.75658E-001     5.42763E-001     5.09868E-001     4.76974E-001     4.44079E-001     4.11184E-001     3.78289E-001     3.45395E-001     3.12500E-001     2.79605E-001     2.46711E-001     2.13816E-001     1.80921E-001     1.48026E-001     1.15132E-001     8.22368E-002     4.93421E-002     1.64474E-002    -1.64474E-002    -4.93421E-002    -8.22368E-002    -1.15132E-001    -1.48026E-001    -1.80921E-001    -2.13816E-001    -2.46709E-001    -2.79608E-001    -3.12528E-001    -3.45361E-001    -3.78073E-001    -4.11772E-001    -4.47410E-001    -4.79196E-001    -4.94479E-001    -4.98885E-001    -4.99998E-001    -5.00094E-001    -4.99973E-001    -4.99983E-001    -5.00017E-001    -4.99995E-001    -4.99998E-001    -5.00003E-001    -4.99998E-001    -5.00001E-001    -4.99999E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001    -5.00000E-001 
